あたまがいい,Bright / smart / clever (conjugates like いい),頭がい,adjective
あたらしい,New,新しい,adjective
あたる,to hit,当たる,u-verb
あちら,that way (polite),null,noun
あつい,Hot,暑い,adjective
あつめる,to collect,集める,ru-verb
あと,After ( an event),後,other
あと,the rest,後,noun
あとで,Later on,後で,other
アドバイス,Advice,null,noun
あなた,You,null,noun
あに,(my) my older brother,兄,noun
アニメ,animation,null,noun
あね,(My) older sister,姉,noun
あの。。。,um . . .,null,other
あのか,seven days,七日,other
アパート,Apartment,null,noun
あぶない,dangerous,危ない,adjective
あまい,Sweet,甘い,adjective
あまのがわ,The Milky Way,天の川,noun
あまり ＋ Negative,Not much,null,other
あまりみじかくしないでください,(Barber/Beauty Salon) Please don't make it too short,あまり短くしないでください,other
あめ,Rain,雨,noun
あめがふる,It rains,雨が降る,u-verb
アメリカ,America / U.S.A,null,noun
あやまる,to apologize,謝る,u-verb
あらう,To wash,洗う,u-verb
あらわす,to express,表す,u-verb
ありがとう,Thank you,null,other
ありがとうございます,Thank you (polite),null,other
ある,There is a (thing) at (place),有る,u-verb
ある～,One . . . (ある日 one day),null,other
あるいて,On foot,歩いて,other
あるく,to walk,歩く,u-verb
アルバイト,Part-time job,null,noun
アレルギーがあります,I have an allergy to . . .,null,other
あん,idea / proposal,案,noun
あんきする,to memorize,暗記する,irr-verb
アンケート,Questionnaire,null,noun
あんしょうばんごう,Personal Identification number (At the bank),暗証番号,other
あんしん,relief,安心,other
あんぜん,safety,部屋,noun
あんぜん（な）,safe,安全（な）,adjective
あんないじょ,information desk,案内所,noun
あんないする,to guide,案内する,irr-verb
あんないする,To show ( someone) around,案内する,irr-verb
あんなに,so / such,null,other
いい,Good,null,adjective
いいえ,No / Not at all,null,other
いいこ,Good Child,いい子,noun
いいこと,Good deed,null,noun
いいん,clinic,医院,noun
いう,To say,言う,u-verb
いえ,House / Home,家,noun
いかが   ,How (polite expression of どう),null,other
いがく,medical science,医学,noun
イギリス,Britain,null,noun
いく,To go,行く,u-verb
いくら,How much,null,other
いけばな,flower arrangement,生け花,noun
いけん,Opinion,意見,noun
いじめる,to bully,null,ru-verb
いしゃ,Doctor,医者,noun
いじゅうする,To immigrate,移住する,irr-verb
いじわる（な）,Mean-spirited,意地悪（な）,adjective
いす,Chair,null,noun
いぜん,before / formerly,～以前,other
いそがしい,Busy,忙しい,adjective
いそぐ,To hurry,急ぐ,u-verb
いたい,Hurt / Painful,痛い,adjective
いたい,painful,痛い,adjective
いたす,Extra-modest expression for する,致す,u-verb
いただきます,Thank you for the meal (before eating),null,other
いただく,Extra-modest expression for たべ／のむ,頂く,u-verb
いただく,Humble expression for もらう,頂く,u-verb
いたみどめ,painkiller,痛み止め,noun
いたみどめです。しょくごにのんでください。,These are painkillers. Please take one after meals. (Health and Illness / Doctor's Office),痛み止めです。食後に飲んでください。,other
イタリア,Italy,null,noun
いち,One,一,noun
いちがつ,January,一月,noun
いちぎょうめ,First line,一行目,noun
いちごうしゃ,Car No. 1 (At the station),一号車,noun
いちじ,One o'clock,一時,noun
いちど,Once,一度,noun
いちにち,one day,一日,other
いちにちじゅう,All day long,一日中,other
いちねんじゅう,All year round,一年中,noun
いちねんせい,First-year student,一年生,noun
いちねんにいちど,Once a year,一年に一度,other
いちば,Market,市場,noun
いちばん,Best,一番,other
いちばん,the first,一番,other
いちばんうしろ,Last car / Tail end (At the station),いちばん後ろ,noun
いちばんまえ,First car / Front end (At the station),いちばん前,noun
いちまい,one sheet,一枚,noun
いちまん,Ten thousand,一万,noun
いちまんえんさつをせんえんさつじゅうまいにりょうがえできますか, (At the bank) Can you change a ten thousand yen bill into ten thousand yen bills?,一万円札を千円札十枚に両替できますか,other
いつ,When,null,noun
いつか,5th day of the month,五日,noun
いつか,five days,五日,other
いっかい,one time,一回,noun
いっかげつ,One Month,一か月,noun
いっしゅうかん,one week,一週間,noun
いっしょうけんめい,very hard,一生懸命,other
いっしょうにいちど,Once in a life time,一生に一度,noun
いっしょに,Together,一緒に,other
いっそく,one pair of shoes,一足,noun
いつつ,Five,五つ,noun
いっつい,a pair,一対,noun
いってきます,I'll go and come back,null,other
いってらっしゃい,Please go and come back,null,other
いっぱくいくらですか,(At the hotel) How many people?,何名様ですか,other
いっぱくにしょくつき,(At the hotel) one night with two meals,一泊二食付,other
いっぱくにしょくつきでおひとりさま、いちまんにせんえんです,(At the hotel) For one night with two meals、 twelve thousand yen,一泊に食付でお一人で様、一万二千円です,other
いっぷん,One minute,一分,noun
いっぽ,one step,一歩,noun
いつも,Always,null,other
いなか,countryside,null,noun
いぬ,Dog,犬,noun
いま,Now,今,noun
いますぐ,right away,今すぐ,other
いみ,Meaning,意味,noun
いもうと,Younger Sister,妹,noun
いらしゃいませ,Welcome ( to our store).,null,other
いらっしゃいませ,(someone honorable) is present/home,null,other
いらっしゃる,honorific for いく/くる/いる,null,u-verb
いりぐち,Entrance (At the station),入り口／入口,noun
いる,(a person) is in/stays at a (place),null,ru-verb
いる,To need,null,u-verb
いれる,to make tea/coffee/etc.,null,ru-verb
いれる,To put (something) in,入れる,ru-verb
いろ,Color,色,noun
いろいろ（な）,Various / Different kinds of,色々（な）,adjective
いろいろおせわになりました,Thank you for everything,null,other
いろいろなところ,Various Places,いろいろな所,noun
いんしゅうんてん,Drunken driving,飲酒運転,noun
インターネット,Internet,null,noun
ううん,Uh-Uh / No,null,other
うえ,On,上,other
うえ,Top / Above,上,noun
ウエイター,Waiter,null,noun
うおいちば,fish market,魚市場,noun
うかがう,To humbly visit / To humbly ask,伺う,u-verb
うき,Rainy,雨,noun
うけつけ,reception desk,受付,noun
うける,to take (an examination),受ける,ru-verb
うごく,to move,動く,u-verb
うし,Cow,牛,noun
うしろ,(Barber/Beauty Salon) backside(of head),後ろ,noun
うしろ,Back (of) / Behind (of),後ろ,other
うしろをそろえてください,(Barber/Beauty Salon) please cut the back all the same length,後ろをそろえてください,other
うせつ,Right turn,右折,noun
うそをつく,To tell a lie,null,u-verb
うた,Song,歌,noun
うたう,To sing,歌う,adjective
うち,House / Home / My place,家,noun
うちがわ,inside,内側,other
うちゅうじん,space alien,宇宙人,noun
うちゅうひこうし,Astronaut,宇宙飛行士,noun
うつす,to copy,写す,u-verb
うつる,To be reflected,映る,u-verb
うまく,well / successfully / skilfully,null,other
うまくいく,to go well,null,u-verb
うまれる,To be born,生まれる,u-verb
うみ,Sea,海,noun
うらない,fortune telling,占い,noun
うらやましい,envious,null,adjective
うらやましがる,(somebody is) envious,null,u-verb
うる,to sell,売る,u-verb
うるさい,noisy / annoying,null,adjective
うれしい,Glad,null,adjective
うれる,to be sold,売れる,ru-verb
うん,Uh-Huh / Yes,null,other
うんがいい,lucky,運がいい,adjective
うんてん,driving,運転,noun
うんてんする,To drive,運転する,irr-verb
うんどう,exercise,運動,noun
うんどうする,To do physical exercises,運動する,irr-verb
うんめい,fate,運命,noun
え,Painting / Picture / Drawing,絵,noun
エアコン,air conditioner,null,noun
えいが,Movie,映画,noun
えいかいわ,englis conversation,英会話,noun
えいがかん,Movie theater,映画館,noun
えいきょうをうける,to be affected,影響を受ける,ru-verb
えいご,English Language,英語,noun
えいこく,england,英国,noun
えいゆう,hero,英雄,noun
ええ,Yes (Less formal),null,other
ええと,well . . . / let me see . . .,null,other
えがお,smiling face,笑顔,noun
えき,Station,駅,noun
えきいん,Station attendant,駅員,noun
えきまえ,vicinity / infront of the station,駅前,other
えさ,feed,null,noun
えど,former name of tokyo,江戸,noun
えどじだい,edo period (1603-1867),江戸時代,noun
えらぶ,to choose / to select,選ぶ,u-verb
えん,Circle,円,noun
えんだか,Strong yen,円高,noun
えんぴつ,Pencil,null,noun
えんりょする,to hold back for the time being / to refrain from,遠慮する,irr-verb
おあいできるのをたのしみにしています,I am looking forward to seeing you,お会いできるのを楽しみにしております。,other
おあずけいれ, (ATM) deposit,お預け入れ,other
おいくつですか,How old are you?,null,other
おいしい,Delicious,null,noun
おいのりする,to pray,お祈りする,ru-verb
おうぞく,Member of royalty,王族,noun
おうふく,Round Trip (At the station),往復,noun
おおい,many,多い,other
おおい,There are many . . .,多い,adjective
おおきい,Big,大きい,adjective
おおきい,Large,大きい,adjective
おおきさ,size,大きさ,noun
おおくの～,many . . .,多くの～,other
おおさかちゃく,arriving at osaka,大阪着,other
オーストラリア,Australia,null,noun
おおむかし,Ancient times,大昔,noun
おおもじ,Uppercase Letters,大文字,noun
おおやさん,Landlord / Landlady,大家さん,noun
おかあさん,Mother,お母さん,noun
おかえし,return (as a token of gratitude),お返し,noun
おかえり（なさい）,Welcome home,null,other
おかげで,thanks to . . .,null,other
おかし,Snacks / Sweets,お菓子,noun
おかね,Money,お金,noun
おかねもち,Rich person,お金持ち,noun
おかねをおろします, (At the bank) I will withdraw money.,お金をおろします,other
おがわさん,Mr./Ms. Ogawa,小川さん,noun
おきゃくさま,dear customer,お客様,noun
おきゃくさまのおんあまえとおでんわばんごをおねがいします,(At the hotel) Your ame and phone number、 please.,お客様のお名前とお電話番号をお願いします,other
おきゃくさん,guest / visitor / client / customer,お客さん,noun
おきる,To get up,起きる,ru-verb
おく,to put / to lay / to place,置く,u-verb
おくさま,(your/his) wife (polite),奥様,noun
おくさん,(your/his) wife,奥さん,noun
おくじょう,Rooftop,屋上,noun
おくない,indoor,屋内,noun
おくる,to send,送る,u-verb
おくる,to walk / drive (someone),送る,u-verb
おくれる,to be late,遅れる,ru-verb
おくれる,to become late,遅れる,ru-verb
おこさん,(your/their) child (polite),お子さん,noun
おこす,To wake someone up,起こす,u-verb
おこる,To get angry,怒る,u-verb
おこる,to occur / to happen,起こる,u-verb
おごる,to treat (someone) to a meal,null,u-verb
おさきにしつれいします,See you. (I'm leaving ahead of you),お先に失礼します,other
おさけ,Sake / Alcohol,お酒,noun
おじいさん,Grandfather; old man,null,noun
おしえる,To teach / To instruct (something) to (a person),教える,ru-verb
おじさん,uncle / middle-aged man,null,noun
おしょうがつ,New Year,お正月,noun
おじょうさん,(someone's) daughter (polite),お嬢さん,noun
おしり,Buttocks,null,noun
おしろ,Castle,null,noun
おす,to press / to push,押す,u-verb
おせいぼ,year-end gift,お歳暮,noun
おせわになる,to be in someone's care,お世話になる,u-verb
おそい,late,遅い,adjective
おそい,Slow / Late,遅い,adjective
おそく,(do something) late,遅く,other
おそくなる,To be late,遅くなる,u-verb
おだいじに,Get well soon,お大事に,other
おだいじに。,Please take care. (Health and Illness / Doctor's Office),お大事に。,other
おたく,(someone's) house/home,お宅,noun
おちこむ,To get depressed,null,u-verb
おちゃ,Green Tea,お茶,noun
おちゃ,japanese tea,お茶,noun
おちる,(something) drops,落ちる,ru-verb
おつかい,Errand,お使い,noun
おつかれさま（でした）,You must be tired after working so hard.,お疲れ様（でした）,other
おっしゃる,honorific for いう,null,u-verb
おてあらい,Restroom,お手洗い,noun
おてら,Temple,お寺,noun
おと,sound,音,noun
おとうさん,Father,お父さん,noun
おとうと,younger brother,弟,noun
おとこ,Man,男,noun
おとこのこ,Boy,男の子,noun
おとこのひと,Man,男の人,noun
おとされる,to be dropped,落とされる,ru-verb
おとす,to drop (something),落とす,u-verb
おととい,The day before yesterday,null,noun
おととし,The year before last,null,noun
おとな,Adult,大人,noun
おどる,To dance,踊る,u-verb
おなか,Stomach,null,noun
おなかがすく,To become hungry,null,u-verb
おなじ,the same,同じ,other
おにいさん,Older brother,お兄さん,noun
おにぎり,rice ball,null,noun
おねえさん,Older sister,お姉さん,noun
おねがいします,. . .、please.,null,other
おねがいする,to pray for help,お願いする,irr-verb
おのさん,mr./ms. ono,小野さん,noun
おばあさん,Grandmother/old woman,null,noun
おばさん,aunt / middle-aged woman,null,noun
おはよう,Good morning,null,other
おはようございます,Good morning (polite),null,other
おひきだし, (ATM) withdrawal,お引き出し,other
おふりこみ, (ATM) bank transfer,お振込み,other
おふろ,Bath,お風呂,noun
おふろにはいる,To take a bath,お風呂に入る,u-verb
おべんとう,Boxed lunch,お弁当,noun
おべんとう,lunch box,お弁当,noun
おぼえる,To memorize,覚える,ru-verb
おまつり,Festival,おまつり,noun
おまもり,charm (against evils) / amulet,お守り,noun
おまんじゅう,Sweet Bun,null,noun
おみやげ,Souvenir,お土産,noun
おむ,To knit,編む,u-verb
おもい,heavy / serious (illness),重い,adjective
おもいだす,To recall / To remember,思い出す,u-verb
おもう,To think,思う,u-verb
おもしろい,Interesting / Funny,面白い,adjective
おもち,rice cake,null,noun
おもちゃ,Toy,null,noun
おもて,the front,表,noun
おもに,mainly,主に,noun
おや,parents,親,noun
おや？,Oh?,null,other
おやすみ（なさい）,Good night,null,other
おやすみになる,honorific for ねる,お休みになる,u-verb
おゆ,hot water,お湯,noun
おゆがわく,water boils,お湯が沸く,u-verb
おゆをわかす,to boil water,お湯を沸かす,u-verb
およぐ,To swim,泳ぐ,u-verb
おりる,To get off,降りる,ru-verb
おる,Extra-modest expression for いる,null,u-verb
おれい,expression of gratitude,お礼,noun
おろす,to withdraw (money),下ろす,u-verb
おわり,end,終わり,noun
おわる,(Something) ends,終わる,u-verb
おわる,to come to an end,終わる,u-verb
おんがく,Music,音楽,noun
おんせいがく,phonetics,音声学,noun
おんせん,Spa / Hot spring,温泉,noun
おんど,Temperature,温度,noun
おんな,Woman,女,noun
おんないする,To show someone around,null,irr-verb
おんなのこ,Girl,女の子,noun
おんなのひと,Woman,女の人,noun
か,mosquito,蚊,noun
カーテン,Curtain,null,noun
かいいん,Member,会員,noun
かいがい,overseas,海外,noun
かいがん,coast,海岸,noun
かいぎ,business meeting / conference,会議,noun
かいぎ,Meeting,会議,noun
がいこく,Foreign Country,外国,noun
がいこくご,foreign language,外国語,noun
がいこくじん,Foreigner,外国人,noun
かいさつ,Gate,改札,noun
かいし,start,開始,noun
かいしゃ,Company,会社,noun
かいしゃいん,Office Worker,会社員,noun
かいすうけん,Coupons,回数券,noun
かいそうでんしゃ,out-of-service train,回送電車,noun
かいそうバス,out-of-service bus,回送バス,noun
かいだん,Stairs (At the station),階段,noun
かいてん,opening of a store,開店,noun
かいてんずし,rotating sushi,回転ずし,noun
かいもの,Shopping,買い物,noun
かいわ,Conversation,会話,noun
かう,To buy,買う,u-verb
かう,To own (a pet),飼う,u-verb
かえす,To return (a thing) to (Person),返す,u-verb
かえってくる,to come back home,帰ってくる,irr-verb
かえり,Return,帰り,noun
かえる,To go back / To return,帰る,u-verb
かえる,To return,帰る,u-verb
かお,Face,顔,noun
かおがあおいですね,You look pale,顔が青いですね,other
がか,Painter,画家,noun
かがく,Science,null,noun
かかりのもの,our person in charge,係の者,noun
かかる,To take (amount of time / money),null,u-verb
かぎ,lock / key,null,noun
かきとめ,Registered mail,書留,noun
かぎをかける,to lock,null,ru-verb
かく,To draw / to paint,描く,u-verb
かく,To write (person) (a thing),書く,u-verb
かぐ,Furniture,家具,noun
がくしゃ,scholar,学者,noun
がくせい,Student,学生,noun
がくぶ,Department / Faculty,学部,noun
がくわり,Student discount,学割,noun
がくわりがつかえますか,Can I get a student discount (At the station),学割が使えますか,other
かける,to sit down,null,ru-verb
かこ,the past,過去,noun
かさ,Bamboo hat,null,noun
かさ,Umbrella,null,noun
かさねる,to pile up,重ねる,ru-verb
かざん,Volcano,火山,noun
かし,Lyrics,歌手,noun
かじ,Fire,火事,noun
かじ,household matters,家事,noun
かしこまりました,certainly,null,other
かしだし,lending,貸し出し,noun
かしゅ,Singer,歌手,noun
かす,To lend / to rent,貸す,u-verb
かぜ,Cold (illness),風邪,noun
かぜ,wind,風,noun
かせい,Mars,火星,noun
かぜがふく,the wind blows,風が吹く,u-verb
かぜをひく,to catch a cold,風邪をひく,u-verb
かぞえる,to count,数える,ru-verb
かぞく,Family,家族,noun
ガソリン,gasoline,null,noun
かた,Shoulder,肩,noun
かたいいいかた,Bookish expression,かたい言い方,noun
かたづける,to tidy up,片付ける,ru-verb
かたみち,One way (At the station),片道ｓ,noun
かつ,to win,勝つ,u-verb
がっかりする,to be disappointed,null,irr-verb
かっき,Liveliness,活気,noun
がっき,musical instrument,楽器,noun
かっこ,Parenthesis,null,noun
かっこいい ,Good-looking (conjugates like いい),null,adjective
がっこう,School, 学校,noun
カット,(Barber/Beauty Salon) cut,null,noun
カット（パーム）おねがいします,(Barber/Beauty Salon) I would like to have a hair cut (permanent),カット（パーム）お願いします,other
かつどう,Activity,活動,noun
かっぱつ（な）,Active,活発（な）,adjective
かつよう,Conjugation,活用,noun
かていきょうし,tutor,家庭教師,noun
かど,corner,角,noun
かない,My wife,家内,noun
かなう,To be realized,null,u-verb
かなしい,Sad,悲しい,adjective
かのじょ,Girlfriend / She,彼女,noun
かのじょ,she / girlfriend,彼女,noun
かばん,Bag,null,noun
かぶき,Kabuki / Traditional Japanese theatrical art,歌舞伎,noun
かぶせる,To put (a hat) on a (person)'s head,null,ru-verb
かぶる,To put on (a hat),null,u-verb
かふんしょう,hay fever,花粉症,noun
かふんしょうです,I have hay fever.,花粉症です,other
かまくらいきのでんしゃはどれですか。。。にばんせんです,Which one is the train bound for kamakura? ... Track number two. (At the station),鎌倉行きの電車はどれですか。。。にばんせんです,other
かみ,Hair,髪,noun
かみ,Paper,紙,noun
かみがた,(Barber/Beauty Salon) hair style,髪形,noun
かみさま,God,神さま,noun
かみざら,paper plate,紙皿,noun
かみをとかす,to comb one's hair,髪をたかす,u-verb
かめ,turtle,null,noun
カメラ,Camera,null,noun
かよう,to commute to,通う,ru-verb
かようび,Tuesday,火曜日,noun
からい,Hot and spicy / Salty,辛い,adjective
カラオケ,Karaoke,null,noun
からだ,body,体,noun
からだにいい,good for health,体にいい,other
からだにきをつけてください,Please take care of yourself,体に気をつけてください,other
からだにきをつける,To take care of one self,からだに気をつける,u-verb
からて,karate,空手,noun
かりる,to borrow,借りる,ru-verb
かりる,To borrow a (thing) from (a person),借りる,ru-verb
かる,(Barber/Beauty Salon) to crop,刈る,u-verb
かるい,light (weight),軽い,adjective
かれ,Boyfriend / He,彼,noun
かれ,He / boyfriend,彼,noun
カレー,curry,null,noun
かれら,they,彼ら,noun
かわ,River,川,noun
かわいい,cute,null,adjective
かわいそう（な）,Pitiful,null,adjective
かわぐちし,Kawaguchi City,川口市,noun
かわりに,instead,代わりに,other
がんか,ophthalmologist,眼科,noun
かんがえ,idea,考え,noun
かんがえる,to think,考える,ru-verb
かんがえる,to think (about) / to consider,考える,ru-verb
かんきょう,environment,環境,noun
かんこうする,To do sightseeing,観光する,irr-verb
かんこく,Korea,null,noun
かんこく,South Korea,韓国,noun
かんごし,Nurse,看護師,noun
かんさい,Kansai area,関西,noun
かんじ,chinese character,漢字,noun
かんじ,Kanji / Chinese character,漢字,noun
がんじつ,The first day of the year,元日,noun
かんせいする,to be completed,完成する,irr-verb
かんたん（な）,Easy / Simple,簡単（な）,adjective
かんとう,Kanto Area,関東,noun
かんぱい,Cheers! (a toast),乾杯,other
がんばる,To do one's best / to try hard,頑張る,u-verb
かんぽうやく,chinese herbal medicine,漢方薬,noun
かんわじてん,kanji dictionary,漢和辞典,noun
き,Tree,木,noun
きいてください,Please listen. / Please ask.,null,other
きいろい,Yellow,黄色い,adjective
きえる,(something) goes off,消える,ru-verb
きおん,Temperature ( weather - not used for things),気温,noun
きがえる,to change clothes,着替える,ru-verb
きがつく,to notice,気が付く,u-verb
きく,To ask,聞く,u-verb
きく,To listen / To hear,聞く,u-verb
きこえる,Can be heard,聞こえる,u-verb
きこえる,to be audible,聞こえる,ru-verb
きこく,Going Home,帰国,noun
きじ,article / news,記事,noun
ぎせいご,onomatopoeia,擬声語,noun
きせつ,Left turn,左折,noun
きせつ,Season,季節,noun
きぜつする,to faint,気絶する,irr-verb
きた,North,北,noun
ギター,Guitar,null,noun
きたいする,to expect,期待する,irr-verb
きたく,Returning home,帰宅,noun
きたぐち,North exit,北口,noun
きたない,dirty,汚い,adjective
きたやまちょう,Kitayama Town,北山町,noun
きちょうひん,valuables,貴重品,noun
きつえんルーム,(At the hotel) smoking room,喫煙ルーム,noun
きっさてん,cafe,喫茶店,noun
きって,Postal Stamp,切手,noun
きっぷ,Ticket,切符,noun
きっぷうりば,Ticket vending Area,切符売り場,noun
きにする,to worry,気にする,irr-verb
きにゅうする,to fill in,記入する,irr-verb
きのう,Yesterday,昨日,noun
きびしい,Strict,厳しい,adjective
きぶんがわるい,to feel sick,気分が悪い,adjective
きぶんがわるいです,I am not feeling well,気分が悪いです,other
きます,To come,来ます,irr-verb
きまつしけん,final examination,期末試験,noun
きまる,to be decided,決まる,u-verb
きむらさん,Mr./Mrs. Kimura,木村さん,noun
きめる,To decide,決める,ru-verb
きもち,Feeling,気持ち,noun
きもの,kimono,着物,noun
キャッシュカード,Bank Card (At the bank),null,other
キャンプ,Camp,null,noun
きゅう,Nine,九,noun
きゅうがくせい,90's,九十年代,noun
きゅうこう,Express,急行,noun
きゅうこう,express train,急行,noun
きゅうさい,Nine years old,九歳,noun
きゅうじつ,Holiday,休日,noun
きゅうに,suddenly,急に,other
ぎゅうにく,Beef,牛肉,noun
ぎゅうにゅう,Milk,牛乳,noun
きゅうびょう,Sudden Illness,急病,noun
きゅうりょう,salary,給料,noun
きゅうりょく（な）,Powerful,強力（な）,adjective
きょう,Today,今日,noun
きょうかい,Church,教会,noun
きょうかしょ,textbook,教科書,noun
きょうかしょうをとじてください,Close the textbook,教科書を閉じてください,other
きょうこ,Kyoko,京子,noun
きょうしつ,classroom,教室,noun
きょうじゅ,professor,教授,noun
きょうじゅうに,by the end of today,今日中に,other
きょうだい,Brothers and sisters,兄弟,noun
きょうと,Kyoto,京都,noun
きょうはこれでおわります,That's it for today,今日はこれで終わります,other
きょうみ,interest,興味,noun
きょうみがある,To be interested (in . . .),興味がある,u-verb
きょうりょく,cooperation,協力,noun
きょねん,Last year,去年,noun
きらい（な）,Disgusted with / to dislike,嫌い（な）,adjective
キリストきょう,christianity,キリスト教,noun
きりつする,To stand up,起立する,irr-verb
きる,(Barber/Beauty Salon) to cut,切る,u-verb
きる,To cut,切る,u-verb
きる,To put on (clothes above your waist),着る,ru-verb
きる,to wear,着る,ru-verb
きれい（な）,Beautiful / Clean,null,adjective
きわめる,to investigate thoroughly,究める,ru-verb
きをつける,To be cautious/careful,気をつける,ru-verb
